durability_score,cushioning_score,water_resistance_score,weight_capacity_kg,cost_per_kg,co2_emission_per_kg,recyclability_score,biodegradability_score,weight_margin,fragility_cushioning,moisture_protection,shipping_cost_pressure
0.4287464628562722,1.6669558272854992,0.4148610551000044,0.1747404389163863,-0.8715499146210136,-0.3695248857379089,-0.5033771894719273,-0.3844915784052375,0.0,3.3339116545709984,0.0,-0.8715499146210136
-0.7717436331412898,-0.8216275167663127,-0.5355479074927335,-0.997846894231359,0.4089353197165369,1.367093075260208,1.1169829605800432,2.122550448135036,0.0,-0.0,-0.0,0.4089353197165369
1.6292365588538342,-0.8216275167663127,1.3652700176927424,-0.4882064632166145,0.5183785021385499,-0.9092845222643506,-0.0404171465999357,-0.5257333827173656,0.0,-0.0,0.0,0.5183785021385499
-0.7717436331412898,0.1738058208544121,1.3652700176927424,1.7492393314822634,-0.1273362741513261,-1.0970270045344173,-0.6576972037625912,-0.3844915784052375,0.0,0.0,0.0,-0.1273362741513261
-0.7717436331412898,0.1738058208544121,0.8900655363963734,1.3348975176491378,0.7263205487403742,1.2497540238414162,-0.1175771537452677,-0.5257333827173656,0.0,0.0,0.0,0.7263205487403742
0.4287464628562722,1.6669558272854992,0.4148610551000044,0.1747404389163863,-0.8715499146210136,-0.3695248857379089,-0.5033771894719273,-0.3844915784052375,0.0,0.0,0.0,-0.8715499146210136
0.4287464628562722,-0.8216275167663127,-0.5355479074927335,0.3404771644496366,-1.3749885537622728,-1.495979779358309,-0.6576972037625912,-0.3491811273272055,0.0,-1.6432550335326255,-0.0,-1.3749885537622728
-1.3719886811400708,-0.3239108479559503,1.3652700176927424,1.04485824796595,-1.112324915949442,0.8038656284500079,-0.1947371608905996,-0.3491811273272055,0.0,-0.0,0.0,-1.112324915949442
1.0289915108550531,0.6715224896647745,0.4148610551000044,-0.1152988307668015,1.5362000986632698,-0.0175077314815338,-0.5033771894719273,-0.5257333827173656,0.0,0.0,0.0,1.5362000986632698
-1.3719886811400708,-0.8216275167663127,-1.4859568700854713,-1.2360934371854062,-0.2477237748155402,1.367093075260208,1.8885830320333623,2.051929545978972,0.0,-0.0,-0.0,-0.2477237748155402
1.0289915108550531,1.6669558272854992,-0.0603434261963645,-0.4053381004499893,0.1353273636615047,0.2641059919235662,-0.5033771894719273,-0.4198020294832695,0.0,0.0,-0.0,0.1353273636615047
1.0289915108550531,0.6715224896647745,0.4148610551000044,-0.1152988307668015,1.5362000986632698,-0.0175077314815338,-0.5033771894719273,-0.5257333827173656,0.0,0.0,0.0,1.5362000986632698
1.6292365588538342,1.169239158475137,-1.4859568700854713,-1.151153365349615,0.4089353197165369,1.367093075260208,-0.4262171823265954,-0.4904229316393336,0.0,0.0,-0.0,0.4089353197165369
1.6292365588538342,-0.8216275167663127,1.3652700176927424,-0.4882064632166145,0.5183785021385499,-0.9092845222643506,-0.0404171465999357,-0.5257333827173656,0.0,-1.6432550335326255,0.0,0.5183785021385499
-0.7717436331412898,0.6715224896647745,0.8900655363963734,1.2934633362658254,-1.079491961222838,-1.4255763485070343,-0.1175771537452677,-0.4551124805613016,0.0,0.0,0.0,-1.079491961222838
-1.3719886811400708,-0.3239108479559503,-1.4859568700854713,-1.151153365349615,0.4855455474119462,0.8273334387337662,-0.3490571751812635,-0.5257333827173656,0.0,-0.0,-0.0,0.4855455474119462
-0.1714985851425087,1.169239158475137,0.4148610551000044,1.1277266107325752,0.8138750946779847,0.5926553358961827,-0.1947371608905996,-0.3491811273272055,0.0,0.0,0.0,0.8138750946779847
-0.1714985851425087,1.169239158475137,0.4148610551000044,0.3819113458329491,0.4964898656541472,-0.7450098502780423,-0.0404171465999357,-0.4551124805613016,0.0,0.0,0.0,0.4964898656541472
0.4287464628562722,1.169239158475137,1.3652700176927424,0.9619898851993248,0.4636569109275436,0.1937025610722911,-0.3490571751812635,-0.4551124805613016,0.0,0.0,0.0,0.4636569109275436
-0.7717436331412898,1.169239158475137,-1.0107523887891023,1.2520291548825129,-1.079491961222838,-0.0409755417652921,-0.3490571751812635,-0.3844915784052375,0.0,0.0,-0.0,-1.079491961222838
0.4287464628562722,1.169239158475137,-1.0107523887891023,0.671950615516137,-1.0685476429806366,-0.8154132811293174,-0.5033771894719273,-0.4904229316393336,0.0,0.0,-0.0,-1.0685476429806366
1.0289915108550531,0.1738058208544121,-1.4859568700854713,-0.9854166398163652,0.6606546392871665,-0.7450098502780423,-0.6576972037625912,-0.3491811273272055,0.0,0.6952232834176484,-1.4859568700854713,0.6606546392871665
0.4287464628562722,1.6669558272854992,-1.4859568700854713,0.5062138899828869,-0.7730510504412019,-0.8623489016968339,-0.0404171465999357,-0.3491811273272055,0.0,0.0,-0.0,-0.7730510504412019
-0.1714985851425087,-0.8216275167663127,-1.4859568700854713,0.5890822527495119,0.978039868311004,-1.4490441587907923,-0.1175771537452677,-0.4904229316393336,0.0,-0.0,-0.0,0.978039868311004
-0.1714985851425087,1.6669558272854992,-0.0603434261963645,1.6249367873323255,-1.6376521915751037,-0.7450098502780423,-0.1947371608905996,-0.4198020294832695,0.0,0.0,-0.0,-1.6376521915751037
1.0289915108550531,1.6669558272854992,-0.0603434261963645,-0.4053381004499893,0.1353273636615047,0.2641059919235662,-0.5033771894719273,-0.4198020294832695,0.0,0.0,-0.0,0.1353273636615047
0.4287464628562722,-0.8216275167663127,-1.4859568700854713,1.0034240665826375,0.4089353197165369,1.202818403273899,-0.5805371966172592,-0.5257333827173656,0.0,-0.0,-0.0,0.4089353197165369
-0.1714985851425087,-1.319344185576675,-0.5355479074927335,-1.192587546732928,-0.0835590011825209,1.202818403273899,-0.1947371608905996,-0.3844915784052375,0.0,-0.0,-0.0,-0.0835590011825209
1.6292365588538342,0.1738058208544121,0.4148610551000044,-0.529640644599927,1.098427368975218,-1.566383210209584,-0.4262171823265954,-0.5257333827173656,0.0,0.0,0.0,1.098427368975218
1.0289915108550531,-1.319344185576675,0.4148610551000044,1.3348975176491378,-1.4297101449732792,0.1467669405047744,-0.6576972037625912,-0.4904229316393336,0.0,-0.0,0.0,-1.4297101449732792
