durability_score,cushioning_score,water_resistance_score,weight_capacity_kg,recyclability_score,biodegradability_score,Performance_Score,Cost_Efficiency_Index,CO2_Impact_Index,inv_cost
0.4287464628562722,-1.319344185576675,0.8900655363963734,1.500634243182388,-0.0404171465999357,-0.3844915784052375,1.3444577596927976,1.9480503515920864,0.3979506519159655,-0.7450706503695587
-0.1714985851425087,1.6669558272854992,-0.5355479074927335,0.9205557038160124,-0.4262171823265954,-0.4904229316393336,0.9814579856259958,-0.426601047341302,0.3038294672481493,0.700889750543291
-0.1714985851425087,-1.319344185576675,1.3652700176927424,-0.8196799142831149,-0.5033771894719273,-0.4551124805613016,-0.8144356334413403,-0.744948570100036,-0.5925627676834332,1.1229818750441019
1.6292365588538342,-0.8216275167663127,1.3652700176927424,0.0918720761497612,-0.2718971680359315,-0.3491811273272055,0.2554584374923912,-0.5215743868022551,0.7819053258783267,0.9289020830529652
-1.3719886811400708,0.1738058208544121,1.3652700176927424,-0.6953773701331772,-0.5033771894719273,-0.4198020294832695,-0.6424883720412765,-0.7329788968678845,1.5139589844057857,0.8671899011629919
1.0289915108550531,-1.319344185576675,0.4148610551000044,1.3348975176491378,-0.6576972037625912,-0.4904229316393336,1.2107210008260811,2.1578569435221877,1.4840792432413994,-0.6994429625885128
-0.7717436331412898,0.6715224896647745,0.4148610551000044,-0.3224697376833643,-0.5805371966172592,-0.5257333827173656,-0.2603833467078008,0.5401904503408818,1.902395619542805,-0.7574231468238501
-0.7717436331412898,1.169239158475137,-0.0603434261963645,-0.9439824584330526,-0.3490571751812635,-0.3491811273272055,-0.8144356334413405,-0.7097820051257977,-0.9221187364082796,1.6807012791280713
1.0289915108550531,1.6669558272854992,-0.0603434261963645,-0.4053381004499893,-0.5033771894719273,-0.4198020294832695,-0.0884360853077363,-0.4073570426905243,0.686519998315094,7.38943391424793
0.4287464628562722,0.6715224896647745,1.3652700176927424,-1.0682850025829902,-0.3490571751812635,-0.3491811273272055,-0.7571198796413192,-0.6655771616750674,0.4382883024878864,2.512613309552866
-1.3719886811400708,-0.3239108479559503,1.3652700176927424,1.04485824796595,-0.1947371608905996,-0.3491811273272055,0.9050369805593004,1.0219702091248732,0.3392133712586066,-0.89901869919468
1.0289915108550531,0.6715224896647745,1.3652700176927424,1.3348975176491378,-0.2718971680359315,-0.4198020294832695,1.5164050210928612,-0.1948770859312128,-1.091180948364126,1.083048978616416
-0.7717436331412898,-0.8216275167663127,-0.5355479074927335,-0.997846894231359,1.1169829605800432,2.122550448135036,-1.131582804468125,-0.773653153567316,-1.063591517548425,2.4453685128608087
