Performance_Score,cost_per_kg,inv_cost,durability_score,cushioning_score,water_resistance_score,weight_capacity_kg,Predicted_Cost_Index,Predicted_CO2_Index,Final_Rank_Score,Rank
-1.2443037869415006,1.7222535087806916,0.5806342761198356,-0.7717436331412898,-1.319344185576675,-0.5355479074927335,-1.057926457237162,-0.8548383363124228,-1.313425,-2.1682632811900473,1.0
-1.4223647287469003,1.0655944142486142,0.9384424769743708,-1.3719886811400708,-1.319344185576675,-1.0107523887891023,-1.1474242890251172,-0.8738372079726235,-1.1864803,-2.060317491709806,2.0
-0.8858892731787003,1.0655944142486142,0.9384424769743708,0.4287464628562722,-0.3239108479559503,-0.0603434261963645,-0.959313105544878,-0.7032839078511668,-1.1891998,-1.8924837131108714,3.0
-1.4850299529015902,-0.2477237748155402,-4.036770542170061,-1.3719886811400708,-0.8216275167663127,-1.4859568700854713,-1.2360934371854062,-0.7942594134768534,-1.073037,-1.8672964417895366,4.0
0.1217216786256748,0.9342625953421988,1.0703617319411054,-0.1714985851425087,-0.8216275167663127,0.8900655363963734,0.1747404389163863,-0.42666081647802245,-0.9155479,-1.34220872383047,5.0
1.6692470312262515,-0.1273362741513261,-7.853283441409906,-0.7717436331412898,0.1738058208544121,1.3652700176927424,1.7492393314822634,0.0015032228384314033,-0.28525823,-0.2837550107087793,6.0
0.8859317292926263,1.4486455527256594,0.6902995061966487,-0.1714985851425087,1.169239158475137,1.3652700176927424,0.7133847968994496,-0.38287017891152864,0.12257841,-0.2602917666171408,7.0
-0.5087516131745602,-0.5869976403237802,-1.7035872632054796,-1.3719886811400708,-1.319344185576675,-1.0107523887891023,-0.156733012150114,-0.44002885688454485,0.2908974,-0.14913145769745684,8.0
0.561142457759172,0.0477728177238943,20.93196750109936,1.6292365588538342,0.1738058208544121,-1.4859568700854713,0.5476480713661993,-0.3008733054231923,0.3204419,0.01956859626061508,9.0
1.2489315033594286,0.7263205487403742,1.37680067696498,-0.7717436331412898,0.1738058208544121,0.8900655363963734,1.3348975176491378,-0.17238117635146477,0.97384864,0.8014674645672669,10.0
0.2172479349590438,-1.3749885537622728,-0.7272793104663215,0.4287464628562722,-0.8216275167663127,-0.5355479074927335,0.3404771644496366,1.5939164748794468,-0.7773241,0.8165923944122226,11.0
1.5546155236262087,-1.188935143644851,-0.8410894794680167,-1.3719886811400708,-0.3239108479559503,-0.5355479074927335,1.9149760570155137,1.4449007631170139,-0.5357939,0.9091068626272067,12.0
0.7521949704259102,0.4089353197165369,2.4453685128608087,0.4287464628562722,-0.8216275167663127,-1.4859568700854713,1.0034240665826375,-0.26188211558035307,2.0105257,1.7486435878498228,13.0
