Product_ID,Product_Name,Category,Avg_Weight_g,Fragility_Score,Dimension_L_cm,Dimension_W_cm,Dimension_H_cm
0.5527638190954773,Product_111,Cosmetics,0.2896245906477955,0.4387755102040816,0.6092134831460674,0.7636031092821216,0.5903527717782578
0.8542713567839196,Product_171,Cosmetics,0.6848023162658646,0.09183673469387756,0.5087640449438201,0.09533607681755832,0.6641468682505399
0.4824120603015075,Product_097,Books,0.5270277867573684,0.7755102040816326,0.5791011235955056,0.2784636488340192,0.2908567314614831
0.0,Product_001,Cosmetics,0.3760207451967,0.6428571428571429,0.09325842696629214,0.15523548239597623,0.7080633549316055
0.16080402010050251,Product_033,Glassware,0.06065440132679307,0.5816326530612245,0.6141573033707864,0.5080018289894834,0.1371490280777538
0.3417085427135678,Product_069,Apparel,0.07033830412233483,0.35714285714285715,0.21505617977528088,0.17352537722908096,0.8639308855291576
0.2964824120603015,Product_060,Electronics,0.3258794923329914,0.09183673469387756,0.10921348314606741,0.5688157293095566,0.06155507559395247
0.005025125628140704,Product_002,Books,0.9631407328282899,0.07142857142857144,0.901573033707865,0.2681755829903978,0.1490280777537797
0.19597989949748745,Product_040,Glassware,0.44288043401874944,0.17346938775510204,0.07123595505617977,0.369684499314129,0.6324694024478041
0.25125628140703515,Product_051,Food,0.9823679883062306,0.2857142857142857,0.7748314606741572,0.07087334247828075,0.06299496040316775
0.15075376884422112,Product_031,Toys,0.6134520513289015,0.7959183673469388,0.1334831460674157,0.715363511659808,0.22174226061915042
0.7738693467336684,Product_155,Electronics,0.9987350489817146,0.06122448979591838,0.8755056179775281,0.12482853223593965,0.4175665946724262
0.4924623115577889,Product_099,Electronics,0.02027435382085483,0.6224489795918368,0.9743820224719101,0.14037494284407864,0.008279337652987759
0.10552763819095479,Product_022,Furniture,0.13651632489564156,0.5714285714285714,0.7874157303370787,0.19684499314128945,0.0
0.4321608040201005,Product_087,Cosmetics,0.7378318739546587,0.4693877551020408,0.03505617977528089,0.569501600365798,0.6533477321814255
0.09045226130653267,Product_019,Apparel,0.4345177022867504,0.653061224489796,0.6689887640449437,0.8109282121627801,0.05039596832253419
0.6884422110552764,Product_138,Glassware,0.710740839646376,0.7040816326530612,0.2391011235955056,0.8216735253772292,0.9168466522678187
0.3165829145728643,Product_064,Electronics,0.35789680810693053,0.5204081632653061,0.5788764044943819,0.22565157750342935,0.4395248380129589
0.10050251256281408,Product_021,Furniture,0.6178442423646152,0.663265306122449,0.7894382022471909,0.17123914037494287,0.8045356371490281
0.11055276381909548,Product_023,Cosmetics,0.2920631351108238,0.0816326530612245,0.08112359550561796,0.36259716506630096,0.3315334773218142
0.28643216080402006,Product_058,Electronics,0.19407862373329213,0.7040816326530612,0.46292134831460674,0.3550525834476452,0.4712023038156948
0.8844221105527638,Product_177,Furniture,0.698428649735063,0.846938775510204,0.13775280898876405,0.21742112482853226,0.5950323974082073
0.5175879396984925,Product_104,Furniture,0.5126003176432558,0.6428571428571429,0.8119101123595505,0.11979881115683588,0.5831533477321814
0.6582914572864321,Product_132,Food,0.22069881516254622,0.7653061224489796,0.9999999999999999,0.8196159122085047,0.8369330453563715
0.8592964824120602,Product_172,Electronics,0.011272119074055856,0.010204081632653062,0.7813483146067415,0.8523090992226796,0.939524838012959
0.6633165829145728,Product_133,Toys,0.11650901628975813,0.0,0.9968539325842697,0.6657521719250115,0.9874010079193665
0.17587939698492464,Product_036,Toys,0.8181211260875066,0.7244897959183674,0.697752808988764,0.44170096021947874,0.4175665946724262
0.1306532663316583,Product_027,Furniture,0.19783833925986308,0.9795918367346939,0.43550561797752807,0.45724737082761774,0.3444924406047516
0.9748743718592965,Product_195,Apparel,0.3398361185680755,0.33673469387755106,0.8959550561797752,0.0,0.35925125989920803
0.37688442211055273,Product_076,Apparel,0.7372204809624872,0.5,0.9930337078651684,0.9922267946959307,0.15262778977681785
0.4221105527638191,Product_085,Apparel,0.31125525306047874,0.5816326530612245,0.5797752808988763,0.9375857338820304,0.8016558675305975
0.7185929648241206,Product_144,Food,0.30095995727276564,0.42857142857142855,0.668314606741573,0.49862825788751725,0.8315334773218143
0.8291457286432161,Product_166,Food,0.8455354256560178,0.3877551020408163,0.5856179775280899,0.5679012345679013,0.3538516918646508
0.5628140703517588,Product_113,Cosmetics,0.941720895585321,0.02040816326530612,0.932134831460674,0.46662094192958387,0.6245500359971202
0.7386934673366834,Product_148,Glassware,0.5065918003063993,0.04081632653061225,0.6680898876404494,0.5406950160036581,0.902447804175666
0.9849246231155779,Product_197,Toys,0.7341143234620305,0.8673469387755102,0.6640449438202246,0.9405578417924099,0.9197264218862491
0.20603015075376885,Product_042,Glassware,0.49895290165708583,0.9591836734693877,0.9867415730337078,0.3127572016460905,0.6641468682505399
0.5326633165829145,Product_107,Books,0.4125497196025243,0.5204081632653061,0.9101123595505617,0.3132144490169182,0.8192944564434845
0.21608040201005027,Product_044,Electronics,0.9209546163684662,0.3673469387755102,0.36382022471910114,0.3184727937814357,0.9640028797696185
